# eventID  Edep_gas_total[MeV]  Nsteps_in_gas  Ntracks_in_gas
0 1.188561162 112 49

t0[ns],x0[mm],y0[mm],z0[mm],x1[mm],y1[mm],z1[mm],Edep[MeV],event_id,track_id,pdg,volume_name,volume_copyNo
21.01528364,-19.76980382,-4.580575656,-2800,-20.10690501,-4.688685065,-2828.71247,0.01619867518,0,1,13,R134aDet,0
21.11106708,-20.10690501,-4.688685065,-2828.71247,-21.0829095,-5.001064977,-2911.816838,0.04076161686,0,1,13,R134aDet,0
21.38829931,-21.0829095,-5.001064977,-2911.816838,-23.05073276,-5.629960865,-3079.349197,0.0898563366,0,1,13,R134aDet,0
21.94717933,-23.05073276,-5.629960865,-3079.349197,-23.65566424,-5.822792845,-3130.931616,0.03026228004,0,1,13,R134aDet,0
22.11925578,-23.65566424,-5.822792845,-3130.931616,-23.72426399,-5.844621522,-3136.77687,0.002626280286,0,1,13,R134aDet,0
22.13875527,-23.72426399,-5.844621522,-3136.77687,-24.46636278,-6.080569892,-3200,0.03424590731,0,1,13,R134aDet,0
22.6832598,-25.63914259,-6.456687518,-3300,-25.70815518,-6.478794662,-3305.880635,0.003408442093,0,1,13,R134aDet,1
22.70287732,-25.70815518,-6.478794662,-3305.880635,-26.25409781,-6.653847846,-3352.429453,0.02867220644,0,1,13,R134aDet,1
22.85816194,-26.25409781,-6.653847846,-3352.429453,-26.31502374,-6.673390597,-3357.619596,0.003117661743,0,1,13,R134aDet,1
22.87547601,-26.31502374,-6.673390597,-3357.619596,-26.58564336,-6.760199051,-3380.677356,0.01812594912,0,1,13,R134aDet,1
22.9523956,-26.58564336,-6.760199051,-3380.677356,-26.90144152,-6.861578527,-3407.613932,0.01824319111,0,1,13,R134aDet,1
23.04225472,-26.90144152,-6.861578527,-3407.613932,-27.048207,-6.908864017,-3420.13856,0.007283136681,0,1,13,R134aDet,1
23.08403628,-27.048207,-6.908864017,-3420.13856,-27.09358569,-6.923453256,-3424.010054,0.002915431778,0,1,13,R134aDet,1
