# eventID  Edep_gas_total[MeV]  Nsteps_in_gas  Ntracks_in_gas
53 0.6528368756 51 23

t0[ns],x0[mm],y0[mm],z0[mm],x1[mm],y1[mm],z1[mm],Edep[MeV],event_id,track_id,pdg,volume_name,volume_copyNo
21.01606736,-27.96501509,-15.10484295,-2800,-28.28608396,-15.26738681,-2813.556189,0.007343764361,53,1,13,R134aDet,0
21.06130276,-28.28608396,-15.26738681,-2813.556189,-28.49944442,-15.37535824,-2822.563488,0.006633526098,53,1,13,R134aDet,0
21.09135905,-28.49944442,-15.37535824,-2822.563488,-29.32661929,-15.79384438,-2857.483476,0.02114340699,53,1,13,R134aDet,0
21.20788292,-29.32661929,-15.79384438,-2857.483476,-31.70620739,-17.00968253,-2957.923357,0.06576330574,53,1,13,R134aDet,0
21.54303943,-31.70620739,-17.00968253,-2957.923357,-32.83203176,-17.58444938,-3005.342782,0.02703814354,53,1,13,R134aDet,0
21.7012729,-32.83203176,-17.58444938,-3005.342782,-33.22874989,-17.78727128,-3022.053902,0.01318728687,53,1,13,R134aDet,0
21.7570361,-33.22874989,-17.78727128,-3022.053902,-33.53483862,-17.94380334,-3034.945499,0.005153716038,53,1,13,R134aDet,0
21.80005397,-33.53483862,-17.94380334,-3034.945499,-34.05364105,-18.20914997,-3056.789122,0.01707013573,53,1,13,R134aDet,0
21.87294381,-34.05364105,-18.20914997,-3056.789122,-34.23321366,-18.30097644,-3064.350272,0.005569125171,53,1,13,R134aDet,0
21.89817456,-34.23321366,-18.30097644,-3064.350272,-34.47140654,-18.42284382,-3074.37724,0.005762419876,53,1,13,R134aDet,0
21.93163348,-34.47140654,-18.42284382,-3074.37724,-37.45494369,-19.95022714,-3200,0.07581211588,53,1,13,R134aDet,0
22.68451132,-39.81658299,-21.15991577,-3300,-41.00335703,-21.76743537,-3350.234183,0.02694474831,53,1,13,R134aDet,1
22.85213681,-41.00335703,-21.76743537,-3350.234183,-41.67416901,-22.11159127,-3378.661752,0.0240564622,53,1,13,R134aDet,1
22.94699618,-41.67416901,-22.11159127,-3378.661752,-44.09781505,-23.35544724,-3481.358203,0.07062831799,53,1,13,R134aDet,1
23.2896819,-44.09781505,-23.35544724,-3481.358203,-45.8031997,-24.23055314,-3553.534239,0.05156348157,53,1,13,R134aDet,1
23.53052485,-45.8031997,-24.23055314,-3553.534239,-46.5986533,-24.63830459,-3587.214554,0.02222015487,53,1,13,R134aDet,1
23.64291206,-46.5986533,-24.63830459,-3587.214554,-48.00895423,-25.36220622,-3646.965412,0.04410699727,53,1,13,R134aDet,1
23.84229351,-48.00895423,-25.36220622,-3646.965412,-48.62525208,-25.67861013,-3673.08133,0.02039622572,53,1,13,R134aDet,1
23.9294392,-48.62525208,-25.67861013,-3673.08133,-49.26044409,-26.00454076,-3700,0.01355559246,53,1,13,R134aDet,1
23.9294392,-48.62525208,-25.67861013,-3673.08133,-48.62356015,-25.66531756,-3673.082065,0.0016191398,53,172,11,R134aDet,1
23.84229351,-48.00895423,-25.36220622,-3646.965412,-47.96333928,-25.3941599,-3646.969489,0.003772706294,53,171,11,R134aDet,1
