# eventID  Edep_gas_total[MeV]  Nsteps_in_gas  Ntracks_in_gas
75 0.7661718061 84 40

t0[ns],x0[mm],y0[mm],z0[mm],x1[mm],y1[mm],z1[mm],Edep[MeV],event_id,track_id,pdg,volume_name,volume_copyNo
21.01505273,16.05094733,3.639335904,-2800,16.6091264,3.652288664,-2862.980646,0.03986461915,75,1,13,R134aDet,0
21.22514563,16.6091264,3.652288664,-2862.980646,17.01112443,3.661710189,-2908.299651,0.02690080788,75,1,13,R134aDet,0
21.37632227,17.01112443,3.661710189,-2908.299651,17.92300304,3.684754997,-3011.210562,0.06697735557,75,1,13,R134aDet,0
21.71961586,17.92300304,3.684754997,-3011.210562,18.46317161,3.698446102,-3072.308782,0.04036898667,75,1,13,R134aDet,0
21.92342926,18.46317161,3.698446102,-3072.308782,18.96139398,3.711580369,-3128.834048,0.0356662965,75,1,13,R134aDet,0
22.11198802,18.96139398,3.711580369,-3128.834048,19.21658248,3.718101067,-3157.798188,0.02021631034,75,1,13,R134aDet,0
22.2086075,19.21658248,3.718101067,-3157.798188,19.58802845,3.728474344,-3200,0.02363969633,75,1,13,R134aDet,0
22.68296868,20.46675164,3.754414452,-3300,20.55044145,3.75702191,-3309.531879,0.006884662276,75,1,13,R134aDet,1
22.71476541,20.55044145,3.75702191,-3309.531879,20.79667511,3.764961783,-3337.563603,0.02153213562,75,1,13,R134aDet,1
22.80827449,20.79667511,3.764961783,-3337.563603,20.94418352,3.769739392,-3354.364465,0.008100532475,75,1,13,R134aDet,1
22.86431932,20.94418352,3.769739392,-3354.364465,21.01994503,3.772262827,-3362.999858,0.005940540348,75,1,13,R134aDet,1
22.89312552,21.01994503,3.772262827,-3362.999858,21.16078074,3.776790168,-3379.040802,0.01018278378,75,1,13,R134aDet,1
22.94663539,21.16078074,3.776790168,-3379.040802,21.79369828,3.797532862,-3451.086689,0.04482971199,75,1,13,R134aDet,1
23.18696827,21.79369828,3.797532862,-3451.086689,21.84881165,3.79939617,-3457.36724,0.005599398085,75,1,13,R134aDet,1
23.20791912,21.84881165,3.79939617,-3457.36724,21.88744033,3.800702976,-3461.768727,0.001994348302,75,1,13,R134aDet,1
23.22260173,21.88744033,3.800702976,-3461.768727,21.89487423,3.800957007,-3462.616343,0.001824464418,75,1,13,R134aDet,1
23.22542923,21.89487423,3.800957007,-3462.616343,22.13632772,3.809441085,-3490.169413,0.01676746458,75,1,13,R134aDet,1
23.31734159,22.13632772,3.809441085,-3490.169413,22.16114976,3.810314408,-3493.003927,0.002776839599,75,1,13,R134aDet,1
23.32679705,22.16114976,3.810314408,-3493.003927,22.73365133,3.830300518,-3558.362103,0.03921434651,75,1,13,R134aDet,1
23.5448208,22.73365133,3.830300518,-3558.362103,22.78409914,3.832080968,-3564.142135,0.002773674677,75,1,13,R134aDet,1
23.564102,22.78409914,3.832080968,-3564.142135,22.95920676,3.838273327,-3584.228556,0.01310036136,75,1,13,R134aDet,1
23.63110686,22.95920676,3.838273327,-3584.228556,22.96335406,3.838414604,-3584.704208,8.580561848e-05,75,1,13,R134aDet,1
23.63269355,22.96335406,3.838414604,-3584.704208,23.20196536,3.846482455,-3612.067966,0.01500355683,75,1,13,R134aDet,1
23.72397436,23.20196536,3.846482455,-3612.067966,23.28905393,3.849510756,-3622.068139,0.002783157568,75,1,13,R134aDet,1
23.75733322,23.28905393,3.849510756,-3622.068139,23.46784,3.855635381,-3642.565823,0.0144733701,75,1,13,R134aDet,1
23.82570998,23.46784,3.855635381,-3642.565823,23.66936552,3.861335538,-3665.753187,0.01563626372,75,1,13,R134aDet,1
23.90305904,23.66936552,3.861335538,-3665.753187,23.82917452,3.866073941,-3684.124561,0.009442824095,75,1,13,R134aDet,1
23.96434278,23.82917452,3.866073941,-3684.124561,23.96722869,3.870176775,-3700,0.01210901716,75,1,13,R134aDet,1
23.96434278,23.82917452,3.866073941,-3684.124561,23.87123759,3.805541406,-3684.129059,0.004423969218,75,199,11,R134aDet,1
23.90305904,23.66936552,3.861335538,-3665.753187,23.63274854,3.575867233,-3665.835854,0.0003829119003,75,198,11,R134aDet,1
23.90501396,23.63274854,3.575867233,-3665.835854,23.46929197,2.841060212,-3665.896679,0.0008998432097,75,198,11,R134aDet,1
23.90999803,23.46929197,2.841060212,-3665.896679,23.69665974,-1.331805426,-3668.327566,0.01034491557,75,198,11,R134aDet,1
23.94545785,23.69665974,-1.331805426,-3668.327566,22.55060335,-4.72686662,-3669.452177,0.01009419842,75,198,11,R134aDet,1
23.97519773,22.55060335,-4.72686662,-3669.452177,21.16401615,-5.824358966,-3670.036984,0.005675063931,75,198,11,R134aDet,1
23.9913937,21.16401615,-5.824358966,-3670.036984,20.72417225,-5.933558839,-3670.920146,0.005696555252,75,198,11,R134aDet,1
24.00126486,20.72417225,-5.933558839,-3670.920146,19.90269283,-6.590056697,-3671.570113,0.006355976985,75,198,11,R134aDet,1
24.01515949,19.90269283,-6.590056697,-3671.570113,19.49548152,-6.753904221,-3672.134796,0.006760935009,75,198,11,R134aDet,1
